content,score
O aplicativo é muito bom. Principalmente pelos mapas offline. Mas falta a opção de incluir pontos intermediários em uma rota. Ex. Quero ir pro shopping X mas antes preciso passar na casa de fulano para pegar ele.,neutro
"Aqui diz que funciona off mas fui usar esta semana e não deu certo. Preciso saber tbm como baixar a voz em português porque excluir a inglesa e ficou sem nada de voz. Uma contribuição, poderia ter opção de gravar o percurso. Assim corretores e ciclistas poderiam usar",neutro
"app muito demorado para mostrar a localização e o posicionamento do veículo na rua, deveria ter uma opção onde o usuário informasse se a rua está asfaltada ou com lama para que uma próxima viagem ele traçasse uma rota fugindo desses locais, como também o usuário informar a direção de transito, pq muitas ruas mudaram o sentido de transito. Deveria usar somente o GPS do aparelho sem necessidade de rede de internet, pq tem locais que o telefone não pega.",neutro
"app excelente, porem os bips de aviso de radar e excesso de velocidade são curtos e baixos muitas vezes nem percebemos ele tocando, os desenvolvedores poderiam adicionar a opção de aviso de radar e excesso de velocidade por voz tts. ai ficaria muito grato e feliz!",neutro
"O aplicativo é bom e tem mapas atualizados para a minha região. Porém, frequentemente o aplicativo drena a bateria do meu aparelho sem que eu ao menos tenha aberto o aplicativo. O aplicativo precisa melhorar a maneira como funciona em segundo plano para que não continue fazendo isso.",neutro
"Tive de editar minha nota, pois usei offline em Tatuí e ele pediu duas vezes para virar à direita em uma rua sem saída! Na estrada, com uso dos dados móveis, portou-se muito bem! Para quem quer uma navegação 100% offline ele não é nada confiável!",neutro
"Este app sempre foi ótimo , mas de uns tempos para cá , não encontra o GPS , fica uma mensagem , aguardando GPS. Tenho um Pocophone F1 . Já relatei a equipe há algum tempo atrás , mas ainda continua , mesmo com a última atualização. Gostaria que resolvessem , pois é o melhor app da categoria. Obrigado.",neutro
"Era uma das minhas apps de navegação preferidas, mas os mapas, particularmente na zona de Gondomar, onde trabalho, estão gravemente desatualizados, a ponto de mandar um utilizador seguir em sentido proibido em algumas ruas. Exemplo, rua dr. Manuel Joaquim da Costa, desde o estádio até à Junta de Valbom.",neutro
"É bem diferente do Google Maps, pois não tem a localização dos pontos de ônibus e outros pontos muitos importantes que deveriam ter aparecido aqui neste aplicativo, como acontece no Google Maps. Este Aplicativo só serve para navegar de forma simples.",neutro
"O app era ótimo, depois da atualização ficou horrível. Mesmo fazendo login na minha conta não puxa meus favoritos, os mapas já baixados tem que ser baixados novamente, não tem mais as informações de navegação que tinha antes. Enfim, era bom e agora é ruim.",neutro
"A Versão 8.30.117.153, atualização da última versão, quando se coloca a cidade destino, não aparece como antes outras opções de destinos. Pois tem cidades que so tem um destino mais outras tem mais de um opções, nesta atualização não aparece.",neutro
"Fiz uma viagem de Brasília a Araxá. Baixei o modo offline, mas o aplicativo fechava sem mais, nem menos. Reabri e refiz a rota 3 vezes até que desisti. Gosto muito do modelo de imagem e rotas, mas é preciso corrigir os bugs.",neutro
"Atualização bugou app. Depois que teve a última atualização, no modo off ele só fica com a massagem ""aguardando GPS"" mesmo com a localização do local para o app permitida e o gps ligado. App já me deixou na mão por duas vezes Mas se resolverem isso, é um excelente App, sem dúvidas!",neutro
"A diferenca entre Google Maps off line. A diferença é que off line o Here weGo tem que baixar mais de 1GB do Mapa do Brasil inteiro para pegar, ja o google Maps, tu pode montar o mapa por regioes mais especificas para usar off line. Eu so preciso do mapa do Estado de Sao paulo. Se o Here WeGO melhorar nesta parte ai concertesa eu volto a usá-lo.",neutro
"O app não passa de bom. Para ser ótimo falta evitar o direcionamento para vias de difícil acesso como becos, bem como o GPS seguir o sentido correto do trânsito evitando sentidos de contramão.",neutro
"Bom dia. GPS muito bom mais não tenha como traçar outra rota,o GPS só traçar as 3 rotas que o GPS quer ir passar mais eu não quero ir na rota que o GPS traçou,tinha que ter opção quando aperta no mapa traçar a rota da ondem eu quero passar se vcs colocar está opção ajuda muito. Tem outro GPS que tem está opção exemplo Tomtom e navigation ,tem outra coisa quero dizer melhorar no gráfico não e muito bonito, o gráfico Tomtom e lindo deixo a dica...me desculpa a rota GPS faz e ridículo faz muitavolt",neutro
"Uso há algum tempo na cidade e nunca tive problema. Mas ao utilizar entre cidades de MG (entre Ouro Preto e Congonhas /entre Congonhas e S J Del Rei por exemplo) tive sérios problemas. Jogou para fora, atalhos, das rodovias em ruas sem condições de passagem, perigosas e em estradas de terra péssimas para carro, com obstáculos, sem qsqr nomes ou referência (inclusive com fazendas, gados etc). Perdeu-se totalmente. Não há opção de pegar só rodovias pavimentadas.",neutro
"Infelizmente acho que o sistema de criação de mapas morreu, já remodelei minha cidade inteira e nada de atualizar no mapa geral. Outra sugestão, coloquem esquema de preço de combustíveis nos postos, deixem os ajustes para o usuário comum.",neutro
"Cursor de navegação e indicação de rota muito lento, avisa depois q ja passou da rua, devido a demora. Tirando isso o GPS é muito bom, inclusive pelo modo offline, mas poderiam verificar essa lentidão",neutro
"O Here, sinceramente é bem prático, porém, está muito desatualizado. Uma vez quase despenquei de uma ribanceira a noite por causa do App. Eu estava em uma cidade que não conhecia e o Here me mandou seguir em uma rua para poder chegar na rodovia que dava acesso para outro município, por sorte eu consegui frear a tempo de despencar . Isso era por volta de 8 da noite. A rodovia ficava logo a frente, porém, 15m abaixo . Fiquei muito frustrado, quase morri por causa do Here.",neutro
"Quando se usa no modo satélite, os mapas estão totalmente desatualizados. Trabalho numa empresa que já existe desde 2016 e nas imagens via satélite o prédio ainda está em construção. É preciso imagens atuais, por favor.",neutro
Minha opinião tinha que tocar num Ponto do mapa e poder navegar ao ponto usuário poder escolher coisa que o programa da Tom tom faz pena que está desatualizado senão seria um navegador perfeito para Android tem até como escolher alternativas no programa da tom tom,neutro
Olha eu usava muito tempo versão anterior era muito boa mas desta nova versão não estou gostando cada vez de abrir da bug não abre tela inteira como na versão anterior fica minha insatisfação mas continuarei usando e esperando melhora no App! Obrigado.,neutro
"Depois da última atualização piorou, manda para ruas que não tem nada a ver e toda hora a voz fala ""radar à frente"" sendo que não tem radar nenhum. Outra coisa não consigo mexer no volume com o app em funcionamento, tenho de sair e voltar. Estou usando outro aplicativo.",neutro
Na minha cidade Goiânia da muito erro de localização cadastrada errada no app. Se alguém mandar uma localização no here go da em outro local e no Waze da no local correto. E nas cidades em torno não mostra quadra e lote que é muito útil pois faço entregas,neutro
"Excelente, porém não consegue localizar ALAMEDA DOS CIPRESTES-FRANCO DA ROCHA! Porque? O que faço para atualizar? Excelente,recomendo!!! Porém agora só pode baixar o mapa do Brasil inteiro, seria interessante se voltar a ser como antes,ou seja,a possibilidade de baixar por estados!",neutro
"Adorava esta App mas a nova atualização estragou interface de navegação com o telemóvel na horizontal tornou-se demasiado pequeno, informações inúteis demasiado grandes ocupam o espaço de visualização do mapa.",neutro
Fiz minha última avaliação em 2016 com 5 estrelas. Infelizmente vocês excluíram a voz que me acompanha há anos e me deixaram com a opção da voz horrível do Google assistente. Péssimo movimento!,neutro
"Muito bom. Só não classifico melhor, pq o áudio em português que fala o nome das ruas, tem o volume muito baixo.Estou usando o outro áudio (Voz feminina natural).Uma pena...mas espero que corrigam!",neutro
"Não deveria consumir tantos dados móveis ao consultarmos o trânsito após baixarmos o mapa do nosso estado. Fiz um teste com o Google Maps: consultei o trânsito e ele consumiu 800 kilobytes (com os mapas baixados) , o HERE consumiu mais de 15 megas (também já com os mapas armazenados no dispositivo).",neutro
Era excelente até mesmo em ingles mas o fato de ter parado o funcionamento offline me fez trocar de app pois gasta mta bateria e torna o download de mapas menos interessante gostaria de usar novamente se voltar a ser offline.,neutro
"Já foi melhor. Nem é compativel Androide Auto. Perdemos os favoritos que tínhamos desde do tempo de WP com o último update importante. Mapas Offline funciona muito bem,sem usar dados móveis uma vez carregamos. Conselho só por os Mapas Offline.",neutro
"Está a acontecer no meu auto-radio (Erisin ES8160PG) o seguinte: a voz aparece aos soluços, o que é irritante. No smartphone funciona lindamente e gosto muito. Gostava de obter uma resposta.",neutro
"No Android 10 com Zenfone 6 ao escolher armazenamento externo, o aplicativo reinicia, mas não consegue mais abrir. Tem que desinstalar ou limpar os dados e cache para funcionar, mas só funciona se for para usar a memória interna. Arrumando eu reavalio o App 😊",neutro
"Depois que atualizou o app e atualizei um mapa ja salvo no app, ele ficou meio ruim, ta parando de funcionar e fechando sozinho. Tem como ver e corrigir isso? Gosto muito do app mas tem que funcionar direito.",neutro
Sem dúvida é bom no entanto o precisarmos ficar olhando para a tela nos causa desconforto e insegurança. E mais a pesquisa de endereço por voz faria do APP sem dúvidas o top dos top no seguimento,neutro
"Ainda não usei, só vou começar a usar depois que me responder se esse aplicativo coleta nossas informações de localização e guarda em seus servidores igual Google maps faz. Não quero compartilhar meus dados, apenas usar o GPS. Aguardo resposta dos desenvolvedores! Thank you! Depois disso mudo minha avaliação.",neutro
Seria bom se avisasse com áudio não só visual sobre todos os radares com antecedencia. Calculasse a rota mais rápida em tempo real mesmo offline já que temos o mapa baixado no aparelho.,neutro
"Mapa do Brasil grátis é ótimo... Uma sugestão é que fosse possível baixar apenas por regiões, tipo sudeste, ou sul, ou nordeste.... Mapa Completo do Brasil ocupa muito espaço... 2 GB é muito espaço.",neutro
"Gostavo muito, uso desde a esposa do windows pbone, mas precisa resolver um bug que gera no áudio do celular, pois quando vem algum alerta ele reduzi o volume e mantém baixo até o próximo aviso.",neutro
"Faz falta o modo ""dirigindo"", que não necessariamente servia pra indicar a rota, mas era bom de indicar radares e velocidade da via. Uma pena que removeram esta função.",neutro
"Dificuldade para enviar pesquisa via app mensagens , mas gostei do detalhamento da numeração",neutro
A opção de direção livre faz falta! Desde 2022 a mesma coisa,neutro
"Ótimo gps off-line, porém essas últimas atualizações tirou todos os radares, porque tiraram os radares???",neutro
"Eu sempre usei esse app ,mais estou tendo problemas☹️ ,o app não abre mais e antes eu conseguia usar a memória externa pra baixar mapas ,gostaria que solucionassem esses problemas pois gostaria de voltar a usa-lo pois agora eu baixei o herebeta😕 não confio no Google maps já me deixou na mão",neutro
"Menos intuitivo, controlo do volume de voz inútil, mais detalhe nos mapas que corresponde a uma pior perceção do percurso. Preferia a versão anterior.",neutro
Precisa ser atualizado com mais frequência. A última atualização é de setembro de 2020. A navegação do GPS está levando pra ruas erradas que não podem ter acesso.,neutro
"Boas indicações de voz, bons mapas online nas assim que perde o GPS ex. num túnel tenho de parar a navegação e voltar a meter a navegar para voltar a ter GPS, não indica portagens",neutro
Era ótimo. Agora vc precisa baixar todo o mapa do Brasil. Não sou caminhoneiro! Só preciso baixar 2 ou 3 mapas locais por vez. Às vezes atualizamos os apps e só ficam pior!👎,neutro
"Essa ultima atualização piorou antes era bem mais confiável e eficiente que o Waise com as rotas curtas e sem erros,agora ele traça rotas longas e sem sentido e por ruas que as vezes são contra mão.",neutro
"Melhor navegador GPS que encontrei offline Mas infelizmente nas novas atualizações foi tirado a funcionalidade de ""dirigir""onde tinha marcador de velocidade,tempo e distância",neutro
"App é muito bom, porém a fonte dos textos , tanto na interface quanto no mapa, são muito pequenas e sem a possibilidade de ajuste.",neutro
Não aparece quadra e lote da cidade de senador Canedo no estado de Goiás E não aparece quadra e lote da cidade de Aparecida de Goiânia no estado de Goiás,neutro
"Era importante que a aplicação se mantivesse ativa mesmo que não exista destino de navegação! Informação dos radares não está correta, faltam radares.",neutro
"App é bom, mas é muito demorado para leitura de sinal e manda sempre para caminhos mais longos e estranhos, menos deixando configurado conforme nossa escolha",neutro
"Bom aplicativo mas precisa atualizar o nome de algumas ruas. Por exemplo: A minha rua está no App, com o nome ainda dos anos 50 e o atual nome foi escolhido nos anos 70.",neutro
"Não pode mudar da memória interna para o cartão SD. apenas resetar a fábrica do telefone, estava funcionando antes agora parou, já tinha vários mapas baixados agora simplesmente não aceita mais o SD para esse app 😑",neutro
"Instalei em meu carro Android 10. Porém não sai áudio. Que que o aparelho não possui tts. Mesmo assim, todos aplicativos funcionam com voz. Menos o were Wego!",neutro
Sem suporte a rodízio. Não dá para usar em São Paulo a sério.,neutro
"Para se encontrar um endereço, usando no carro, é ruim tem que ficar parado muito tempo até achar o que quer, neste critério o maps é melhor.",neutro
"Após a atualização do Android 8 melhorou um pouco, porém, ainda continua um pouco lento para abrir, outros apps com a mesma proposta estão bem mais rápidos para abrir.",neutro
Não aparece quadra e lote da cidade de senador Canedo no estado de Goiás E não aparece quadra e lote da cidade de Aparecida de Goiânia no estado de Goiás,neutro
INCLUIR MODO CONDUÇÃO LIVRE COM PISTA DESTACADA COM NOTIFICAÇÕES DE RADARES POR VOZ.,neutro
"Ta dificil. Fica algumas horas funcionando e de repente fecha sozinho. Aí não abre mais, só reiniciando o celular. Pra viagens longas, não dá pra confiar. Além de não ser offline. Estão falando que é mas mesmo com os mapas baixados e ativando a navegação offline qdo vc tenta definir a rota ele fica procurando internet, e só avança qdo acha. Mas é um pouco melhor que waze porque não precisa de internet pra recalcular a rota, deve ser por isso que acham que ele é offline. Uma pena pois ele é bom.",neutro
Sem suporte a rodízio. Não dá para usar em São Paulo a sério.,neutro
Problems with flaws in Portuguese voice instructions Either using Google or Samsung voice software. Using Galaxy S23 with android 14.,neutro
"For me, the best UI layout. Looks way better on the phone. When you mirror it to Android Auto, it just feels way less classy.",neutro
"Uso o here a muito tempo, ótimo app, cumpre a sua função, mas aí da prefiro a versão antiga, a antiga mesmo de visual tom de verde, pois nela tínhamos a opção ""dirigir"" por muitas vezes já conheço o trajeto. Mas avisos de alertas de velocidade e radares são muito úteis, mesmo não tendo um destino roteirizado.",neutro
A opção de direção livre faz falta! Desde 2022 a mesma coisa,neutro
"Dificuldade para enviar pesquisa via app mensagens , mas gostei do detalhamento da numeração",neutro
"Ótimo gps off-line, porém essas últimas atualizações tirou todos os radares, porque tiraram os radares???",neutro
Só precisa inserir os radar,neutro
"Atualizei a app e os mapas, mas agora nao tem o idioma falado em português, nao vao adicionar novamente??",neutro
Ok. Voltou a atualizar os mapas sem ocorrer erro. Carece - e muito - que o aplicativo rode em navegação sem a necessidade de estabelecer um destino.,neutro
"Era importante que a aplicação se mantivesse ativa mesmo que não exista destino de navegação! Informação dos radares não está correta, faltam radares.",neutro
"acho que esse é o melhor GPS, porém acho deveria dar opções de rota, e qnd se erra o caminho, passa uma entrada, algo do tipo, ele oferece uma nova rota. pois ele não atualiza.. só da o msm lugar",neutro
"Era uma das minhas apps de navegação preferidas, mas os mapas, particularmente na zona de Gondomar, onde trabalho, estão gravemente desatualizados, a ponto de mandar um utilizador seguir em sentido proibido em algumas ruas. Exemplo, rua dr. Manuel Joaquim da Costa, desde o estádio até à Junta de Valbom.",neutro
Mapas muito desatualizados.,neutro
"O Here é bom, pois permite baixar mapas e usá-los offline, mantendo-o como uma opção de GPS secundário. Os pontos de melhorias são para o layout de navegação que é um pouco confuso e pode atrapalhar quando há várias ruas próximas uma das outras no percurso e as buscas de endereços offline que nem sempre localizam o ponto desejado.",neutro
"App é muito bom, porém a fonte dos textos , tanto na interface quanto no mapa, são muito pequenas e sem a possibilidade de ajuste.",neutro
"Poderia ter a hipótese de importar ficheiro KML, gravar um trajecto e possibilidade de colocar um texto no sítio.",neutro
"Instalei uma central multimídia Tesla e baixei este app, a navegação funciona mas sem voz, baixei somente o mapa de MG e o não da opção de configurar a VOZ. Esta opção fica tipo bloqueado e há mensagem que tem que baixar o pacote de voz mas não foi possível localizar para Wase tem vários",neutro
Poderia ser melhor Goianira Goiás não tem quadra e lote aparecida de Goiânia não tem também quando vai ter as autorização dessas cidades?,neutro
"Só falta agora detectar radares, app bom",neutro
"É bem diferente do Google Maps, pois não tem a localização dos pontos de ônibus e outros pontos muitos importantes que deveriam ter aparecido aqui neste aplicativo, como acontece no Google Maps. Este Aplicativo só serve para navegar de forma simples.",neutro
Só precisa ter mais atualizações dos mapas.,neutro
Ok. An offline route is made of at least two points. From and to. Most of the apps insist in starting from the point you are . So they are not a pre route planner app. I am in San Francisco and want to plan a route from Santa Cruz to Bakersfield for instance . This app is not straigth forward! Especially if one wants to see the route on the map.,neutro
"O aplicativo em si, é muito bom. Mas deixa muito a desejar em relação a rotas, pelo menos aqui na minha cidade",neutro
"App muito bom, mas última atualização eles não está funcionando de maneira correta, está lento e travando",neutro
"Essa última versão (26.02.2024) está travando a todo instante. Peço que corrijam, por favor. (Poço X4 PRO 5G 8GB RAM 256 GB)",neutro
"No momento não Sri o que está acontecendo, já estava usando a bastante tempo e de uns dias pra cá não mostra mais as informações do mapa, tenho a América do Sul inteira pra usar off-line só que não funciona mais",neutro
"O meu parou de fazer a orientação por voz, traça a rota e vai seguindo mas voz não sai nada, já mexi na configuração e está td ok não sei o que fazer.",neutro
Ta fazendo dá muita volta desnecessária até chega ao destino,neutro
fui atualizar pedi os mapas ofline e não está deixando baixar nem no cartão e nem na memória do celular,neutro
"Era ótimo, aí atualizou e ficou pedindo internet, parei de usar e migrei pro GPS Brasil que é Offline,sem exigir internet",neutro
"Tive de editar minha nota, pois usei offline em Tatuí e ele pediu duas vezes para virar à direita em uma rua sem saída! Na estrada, com uso dos dados móveis, portou-se muito bem! Para quem quer uma navegação 100% offline ele não é nada confiável!",neutro
Depois da última atualização o app não quer abrir. Já instalei e desinstalei várias vezes e simplesmente ele não abre. Consertem esse problema.,neutro
"Baixei para conhecer , na primeira rota traçada (AracatubaSp /LondrinaPr) o mapa estah desatualizado, falta estrada (que existe ha muito tempo).",neutro
"O melhor? Eu disse isso faz 3 anos. Era. Deixou de ser. Após alguma atualização deixou de funcionar off line e sempre pedia conexão de dados para traçar rotas. O que era um diferencial bom a seu favor, se igualou aos demais. Desinstalei. Voltando a instalar novamente para testar em novo aparelho.",neutro
Não tem versão para WearOs 4,neutro
"Faz falta o modo ""dirigindo"", que não necessariamente servia pra indicar a rota, mas era bom de indicar radares e velocidade da via. Uma pena que removeram esta função.",neutro
Atualize ele pra moto por favor,neutro
"ele é bom, mais quando atualiza ,ele some com todos os seus lugares salvos, coleção, some tudo, deveriam preservar isso",neutro
"App bom, mas nao baixa os mapas offline, só começa o dowload e nao termina. Passei o dia tentando baixar os mapas e nada.",neutro
Bem fácil de usar mais poderia ter opção de editar e sugerir melhores rotas as rotas muitas vezes fazem caminho complicado.,neutro
"A quase 6 meses estou usando o mapa, muito bom. Mas algumas resalvas: Acrescentar modo de alteração do percurso, pois quando notar que necessário alterar a rota, tem que excluir as atuais para refazer td de novo. Acrescentar roteirização, pois ai ficaria idêntico ao aplicativos de gps (IGO). Atualização do trajeto,, pois em aguns momentos faltando 1km para chegar ao destino, se alterar o caminho ele automaticamente exclui aquele ponto, como se ja tivesse passado. Mas de resto o app e muito bom.",neutro
"1 recentralização a cada 10 segundos... Poderia ter uma opção para demorar um pouco mais... Às vezes quero deixar o mapa parado para estudar mais sobre determinados locais e aí quando menos se espera, volta a posição inicial... 2 poderia ter uma opção para deixar os mapas baixados, o que acaba melhorando o offline (os mapas iniciais até ficam baixados mas os mapas de localidades mais longínquas precisam de internet) *Ponto positivo para visualização 3D e a simplicidade da interface.",neutro
"Simplesmente o melhor,claro que deveria ter a opção de trajeto de motos",neutro
Inconsistente. Configuro para evitar estrada de terra e frequentemente ignora está configuração,neutro
No celular nao tem como usar o modo offline. A tela fica apagando! Podia ter tambem o icone pra adicionar o tipo de radar que quiser.,neutro
"Aplicativo com interface intuitiva, informações de trânsito e arredores e mapas oflline. Mas ainda fica atrás de alguns outros principalmente por não atualizar de forma mais rápida o nome das ruas. Gostava muito do Here, mas infelizmente acabou se tornando inferior aos outros com relação à precisão.",neutro
"esse app de navegação e mapas é bom, uma excelente alternativa ao google maps, mas a interface nao me agradou, e vejo que pelos outros comentários não tem agradado, pois a interface ocupa uma grande porção da tela e a fonte é ruim. espero que a equipe de UI/UX revise certas decisões",neutro
Poderia melhorar o mapa muito pequeno mesmo no zoom.,neutro
"Bom app, porém não está falando em Português...",neutro
Falta de atualização de ruas e noames de ruas,neutro
"Já que Android Auto liberou outros mapas na plataforma, tá na hora do here we go disponibilizar pro Android auto.",neutro
"Lento atualizar a rota, quando decides fazer uma rota diferente da que escolheste inicialmente",neutro
Porque razão não tenho a voz português disponível?,neutro
"Ultimamente o app está bugando, não está navegando conforme vai andado fica travando a navegação e eu uso ele faz tem pra trabalhar com entregas, não acompanha o movimento está sempre atrasado na indicação de andar ou dobrar fica parado tá muito ruim, melhorem pfvr.",neutro
"Estou dando 3 estrelas mas ainda não usei o ap , alguém poderia me dizer como eu faço para usar mapa no aplicativo da uber ou da maxim? Por favor",neutro
"Precisa atualizar os radares urgente pois da aviso de radares que nem esiste mais, e os novos radares não avisa.",neutro
Já foi o melhor : /,neutro
"No moto g3 android 10 nao oficial, a tela fica piscando, nao sei porque,ai tive que remover",neutro
Pena o Here WeGo não funcionar como deve ser no android auto!,neutro
"Tive que reavaliar o app, de fato a versão antiga era o melhor navegador, eu contribui bastante com melhorias no mapa, mas essa nova versão se perdeu e as rotas sugeridas ignoram o melhor traçado e não se acha mais caso necessário fazer um desvio no trajeto. Sugiro que voltem à versão anterior, não era tão bonita porém funcionava com eficiência.",neutro
Saudades da opção (dirigir) das antigas...,neutro
O modo offline não está funcionando baixei o mapa mais não está fazendo a rota offline por favor concertem isso,neutro
"Sempre gostei desta aplicação e uso desde os tempos do windows phone, mas está menos fluida e parece que gasta a bateria mais rápido do que antes. Gostaria de saber se poderiam criar um widjet ou notificações programadas para na hora de ir para o trabalbo e de voltar para casa, calcular o tempo com base no trânsito do trajecto. Era uma coisa que havia no windows phone super útil.",neutro
"A navegação é boa e precisa, mas a opção de funcionar offline parece inútil. Precisei recentemente fazer uma navegação offline, já que o sinal no local era ruim, mas ele não gera nenhuma rota offline. Tive sorte que a cidade que eu estava era pequena e consegui achar onde precisava ir, mas poderia ter economizado tempo se o aplicativo fizesse as rotas offline.",neutro
"Tá desatualizado, muitas ruas que não existem mais e ruas que hoje são contra mão. Aplicativo muito bom porém desatualizado. 3 estrelas.",neutro
Uso esse aplicativo a vários anos nunca me deixou na mão...mais ultimamente ele não está dando pra usar off-line não sei o pq....sempre vou tentar usar aí ele pede pra conectar,neutro
já foi muito melhor no tempo do WindowsPhone... pobre na pesquisa offline e nas opções de configuração,neutro
"Tinha um carinho muito especial por esse aplicativo. No começo nas primeiras cheguei a indicar a muitas e muitas pessoas . Depois das várias atualizações não ficou como antes. Pelo menos na minha opinião o app em offline. Já com os mapas baixados não consigo encontrar mais as rotas na maioria das vezes da falha. Gostaria que fosse como no início que era 1000 % . Essa versão na opção de dados é boa , mais eu, sempre gostei de usar na opção offline. O que agora deixa a desejar muito.",neutro
"Não tem mais a opção ""dirigir"", ou seja, usar o aplicativo sem traçar uma rota.",neutro
"Adoro desde os bons tempos do Nokia. Grande peça de software de navegação. This was a fantastic software for me and i wrote that above in may 2021. Since then, it is a catastroph the new version. So many flaws, usability is worse, annoying flaws like 8h duration for a car trip from zadar to split, which is impossible...",neutro
Não tem comando por voz e isso torna o app pouco prático. Ainda prefiro o maps do google,neutro
"O aplicativo já foi bom. Melhorou o visual, mas piorou muito na usabilidade.",neutro
"Versao antiga melhor, não sei o que foi feito, dava pra navegar offline não consegui baixar fiz teste de distância antes de viajar travou ficou escuro, versão antiga era melhor.",neutro
"Infelizmente acho que o sistema de criação de mapas morreu, já remodelei minha cidade inteira e nada de atualizar no mapa geral. Outra sugestão, coloquem esquema de preço de combustíveis nos postos, deixem os ajustes para o usuário comum.",neutro
"Fiz uma viagem de Brasília a Araxá. Baixei o modo offline, mas o aplicativo fechava sem mais, nem menos. Reabri e refiz a rota 3 vezes até que desisti. Gosto muito do modelo de imagem e rotas, mas é preciso corrigir os bugs.",neutro
Não tem a opção de tempo de deslocamento com bicicleta.,neutro
.....era otimo offline ....mas claro..tinha q complicar tudo nas ultimas atualizacoes!!!! ... uma pena...!!!,neutro
"Minha localização atual está mostrando em outro lugar, bem distante de onde eu estou",neutro
Na minha cidade Goiânia da muito erro de localização cadastrada errada no app. Se alguém mandar uma localização no here go da em outro local e no Waze da no local correto. E nas cidades em torno não mostra quadra e lote que é muito útil pois faço entregas,neutro
"O app era ótimo, depois da atualização ficou horrível. Mesmo fazendo login na minha conta não puxa meus favoritos, os mapas já baixados tem que ser baixados novamente, não tem mais as informações de navegação que tinha antes. Enfim, era bom e agora é ruim.",neutro
Depois da atualização não ficou tão bom como era antes,neutro
Era bem mais simples e fácil de usar antes da atualização..,neutro
"Gostavo muito, uso desde a esposa do windows pbone, mas precisa resolver um bug que gera no áudio do celular, pois quando vem algum alerta ele reduzi o volume e mantém baixo até o próximo aviso.",neutro
Os mapas dessa versão estão desatualizados. Tenho o Here no iPhone 6 cujos mapas off LINE estão muito mais atualizados.,neutro
"Realizei um trajeto de 328 km na madrugada e na metade do percurso o aplicativo trava no modo off line, sem sinal de internet a mata fica escura.",neutro
Gosto mais da versão antiga,neutro
Como identificar as legendas só mapa? Como as marcas amarelaa no trajeto,neutro
"usei esse app por muito tempo, mais essa última atualização não ficou legal. antes tinha a opção dirigir off sem planejar rota. isso não consegui mais",neutro
"Já uso tem uns 3anos, mas não sei mais como colocar no modo""dirigir"" mais... E não dou conta de colocar a seta na frente, ou seja, o mapa fica fixo...",neutro
Maps Apple,neutro
"Uso a anos... Nunca me sacaneou de forma alguma. Simples, preciso e direto, sem frescuras. Na minha opinião, é o melhor aplicativo para viagens. Lamentavelmente a nova atualização só permite uma boa visibilidade do aplicativo com o celular na vertical, se for colocado na horizontal, boa parte da tela fica comprometida com um grande quadro azul indicando o nome da rua/rodovia e o quadro de informações também assume um tamanho exagerado. Estragaram o app. O modelo anterior era muito melhor.",neutro
"Já foi melhor. Nem é compativel Androide Auto. Perdemos os favoritos que tínhamos desde do tempo de WP com o último update importante. Mapas Offline funciona muito bem,sem usar dados móveis uma vez carregamos. Conselho só por os Mapas Offline.",neutro
Satisfeito,neutro
Regular,neutro
"Boas pessoal...para agora estou a gostar da nova versão, e mais eu consegui por en PT lol , pessoal e uma questão de ver e perder um pouco de tempo ...se gostar dou mais estrelas",neutro
"Embora a atualização o diga, ainda não aparece no Android Auto",neutro
"Já faz 1 semana que faço o mesmo percurso correndo. Coloco para gravar o percurso, confirmo se está gravando, travo o cel e ponho no bolso. Quando chego no destino, o App simplesmente traça uma reta do ponto inicial ao final e não consigo ter os dados corretos como distância percorrida e outras informações. Se continuar a acontecer isso simplesmente não renovo. Acho que é por isso que eles têm apenas o plano anual, que é justamente pra não dar tempo de se arrepender antes.",ruim
"Pra começar você simplesmente NÃO CONSEGUE tirar sua assinatura do app. Há duas opções, de 1 ano e 3 meses com valores diferentes obviamente. E quando vc ir tenta desativar sua conta, NÃO DÁ. Não tem opção, acho isso de má fé para manter as pessoas pagando por algo que nem usam. A ""ajuda"" é péssima já que não consegui achar opção de ""desativar conta"" Além de ser tudo em inglês. Só na ""ajuda"" a língua não pode ser alterada, outro ponto que acho de má fé. Enquanto isso, meu dinheiro sendo comido.",ruim
"Péssimo APP, muito ruim, totalmente falho e impreciso. Funcionou bem durante o período experimental, mas , assim que foi feita a assinatura Premium parou de funcionar. Muito perigoso para faz trilhas em lugares remotos sem acesso a internet. Não recomendo. Cuidado, sua segurança pode estar em risco se depender desse APP.",ruim
"A ideia do aplicativo é excelente, ajuda muito quem quer fazer uma trilha, mas falta um modo de denunciar algumas trilhas colocadas por algumas pessoas, deveria ter um modo de o usuário avisar que a trilha colocada no aplicativo por outros usuários na verdade não é uma trilha, tem gente que fica incluindo qualquer treino que faz na cidade, sem noção!!",ruim
"Fizeram uma atualização no aplicativo e tiraram o recurso ""buscar trilhas que passam por aqui"" por ""planeje suas trilhas"". Ficou péssimo.",ruim
"Fiz o Teste Premium grátis de 2 semanas do app e cancelei antes do fim, mesmo assim fui cobrado pelo plano trimestral e fui cobrado por 3 meses! Na aba ""gerenciar assinaturas"" diz que a conta Premium está cancelada, mas só vão parar de me cobrar em dezembro desse ano. Por favor resolvam!",ruim
